genomes,primary_dbxref,displayname,uniquename,stx1_subtype,stx2_subtype,isolation_host,strain,serotype,isolation_date,isolation_source,syndrome,isolation_location
public_2669830,genbank: ANLH00000000.1,88.1467,88.1467,1a,undefined,Bos taurus (cow),88.1467,O157:H7,1988-01-01,undefined,undefined,United States
public_2621494,genbank: AKKY00000000.1,FRIK1996,FRIK1996,1a,2c,Bos taurus (cow),FRIK1996,O157:H7,1991-01-01,undefined,undefined,United States
public_2848386,genbank: JNMA00000000.1,3-105-05_S3_C1,3-105-05_S3_C1,undefined,undefined,Homo sapiens (human),3-105-05_S3_C1,undefined,2009-04-17,Stool,undefined,Tanzania
public_2714326,genbank: APZB00000000.1,P0302308.12,P0302308.12,undefined,undefined,Homo sapiens (human),P0302308.12,undefined,2011-03-01,Stool,undefined,Bangladesh
public_2608628,genbank: AIHH00000000.1,DEC13C,DEC13C,undefined,undefined,Homo sapiens (human),DEC13C,O128:H7,1974-01-01,undefined,undefined,Tanzania
public_2821925,genbank: JHLQ00000000.1,O111:NM Str. 2011C-3573,O111:NM Str. 2011C-3573,1a,undefined,undefined,2011C-3573,O111:NM,undefined,undefined,undefined,United States
public_2789547,genbank: JHDG00000000.1,1-176-05_S3_C1,1-176-05_S3_C1,undefined,undefined,Homo sapiens (human),1-176-05_S3_C1,undefined,2009-04-11,Stool,undefined,Tanzania
public_2616002,genbank: AJWU00000000.1,HM605,HM605,undefined,undefined,Homo sapiens (human),HM605,undefined,undefined,Colon,undefined,United Kingdom
public_2711557,genbank: APYN00000000.1,P0299917.4,P0299917.4,undefined,undefined,Homo sapiens (human),P0299917.4,undefined,2011-03-01,Stool,undefined,Bangladesh
public_2766262,genbank: AYNI00000000.1,LAU-EC9,LAU-EC9,undefined,undefined,Homo sapiens (human),LAU-EC9,undefined,2013-01-01,gastrointestinal,undefined,"Byblos, Lebanon"
public_2798618,genbank: JHGJ00000000.1,O45:H2 Str. 2009C-4780,O45:H2 Str. 2009C-4780,undefined,undefined,undefined,2009C-4780,O45:H2,undefined,undefined,undefined,United States
public_2863256,genbank: JNQS00000000.1,2-316-03_S4_C1,2-316-03_S4_C1,undefined,undefined,Homo sapiens (human),2-316-03_S4_C1,undefined,2009-07-15,Stool,undefined,Tanzania
public_2810995,genbank: JHJK00000000.1,O157:H7 Str. F7410,O157:H7 Str. F7410,undefined,undefined,undefined,F7410,O157:H7,undefined,undefined,undefined,United States
public_2748569,genbank: AUQC00000000.1,O104:H21 Str. CFSAN002236,O104:H21 Str. CFSAN002236,undefined,2a,Homo sapiens (human),ATCC:19117,O104:H21,1994-01-01,Stool,undefined,undefined
public_2836456,genbank: JICH00000000.1,S6995,S6995,undefined,undefined,Homo sapiens (human),S6995,undefined,undefined,Stool,undefined,Kenya
public_2789124,genbank: JFGU00000000.1,O111:NM Str. 01-3076,O111:NM Str. 01-3076,1a,undefined,undefined,01-3076,O111:NM,undefined,undefined,undefined,United States
public_2799467,genbank: JHGN00000000.1,O121:H19 Str. 2009C-4659,O121:H19 Str. 2009C-4659,undefined,2a,undefined,2009C-4659,O121:H19,undefined,undefined,undefined,United States
public_2682415,genbank: ANUG00000000.1,KTE56,KTE56,undefined,undefined,Homo sapiens (human),KTE56,undefined,2010-01-01,undefined,undefined,Denmark
public_2847438,genbank: JMVJ00000000.1,BIDMC 77,BIDMC 77,undefined,undefined,Homo sapiens (human),BIDMC 77,undefined,2013-01-01,Blood,undefined,"Boston, MA, USA"
public_2682143,genbank: ANUB00000000.1,KTE47,KTE47,undefined,undefined,Homo sapiens (human),KTE47,undefined,2010-01-01,undefined,undefined,Denmark
public_2709594,genbank: APYB00000000.1,P0299438.11,P0299438.11,undefined,undefined,Homo sapiens (human),P0299438.11,undefined,2011-03-01,Stool,undefined,Bangladesh
public_2861789,genbank: JNQI00000000.1,2-210-07_S4_C2,2-210-07_S4_C2,undefined,undefined,Homo sapiens (human),2-210-07_S4_C2,undefined,2009-07-15,Stool,undefined,Tanzania
public_2840703,genbank: JJMD00000000.1,1-182-04_S1_C1,1-182-04_S1_C1,undefined,undefined,Homo sapiens (human),1-182-04_S1_C1,undefined,2009-01-13,Stool,undefined,Tanzania
public_2683789,genbank: ANVS00000000.1,KTE46,KTE46,undefined,undefined,Homo sapiens (human),KTE46,undefined,2010-01-01,undefined,undefined,Denmark
public_2580650,genbank: AGTK00000000.1,O45:H2 Str. 03-EN-705,O45:H2 Str. 03-EN-705,1a,undefined,Homo sapiens (human),03-EN-705,O45:H2,2003-01-01,undefined,undefined,"Michigan, USA"
public_2706936,genbank: APXQ00000000.1,P0298942.10,P0298942.10,undefined,undefined,Homo sapiens (human),P0298942.10,undefined,2011-03-01,Stool,undefined,Bangladesh
public_2578745,genbank: AGIA00000000.1,W26,W26,undefined,undefined,Bos taurus (cow),W26,undefined,undefined,Stool,undefined,South Korea
public_2607595,genbank: AIGS00000000.1,DEC10D,DEC10D,undefined,undefined,Homo sapiens (human),DEC10D,O26:H11,1952-01-01,undefined,undefined,France
public_2824883,genbank: JHMF00000000.1,O26:H11 Str. 2010EL-1699,O26:H11 Str. 2010EL-1699,1a,undefined,undefined,2010EL-1699,O26:H11,undefined,undefined,undefined,United States
public_2553017,genbank: ADTJ00000000.1,MS 198-1,MS 198-1,undefined,undefined,Homo sapiens (human),MS 198-1,undefined,undefined,Intestine,Crohn's Disease,undefined
public_2794569,genbank: JHFL00000000.1,O121:H19 Str. 2010C-3794,O121:H19 Str. 2010C-3794,undefined,2a,undefined,2010C-3794,O121:H19,undefined,undefined,undefined,United States
public_2762637,genbank: AXTZ00000000.1,908691,908691,undefined,undefined,Homo sapiens (human),908691,undefined,undefined,undefined,undefined,undefined
public_2880347,genbank: JOSK00000000.1,1-392-07_S4_C1,1-392-07_S4_C1,undefined,undefined,Homo sapiens (human),1-392-07_S4_C1,undefined,2009-07-03,Stool,undefined,Tanzania
public_2855679,genbank: JNOI00000000.1,CS05,CS05,undefined,undefined,Homo sapiens (human),CS05,undefined,2013-06-24,Human rectal sample,undefined,"Santa Clara, CA, USA"
public_2790643,genbank: JHDM00000000.1,1-110-08_S3_C2,1-110-08_S3_C2,undefined,undefined,Homo sapiens (human),1-110-08_S3_C2,undefined,2009-04-11,Stool,undefined,Tanzania
public_2685038,genbank: ANXB00000000.1,KTE203,KTE203,undefined,undefined,Homo sapiens (human),KTE203,undefined,2010-01-01,undefined,undefined,undefined
public_2739287,genbank: AQFD00000000.1,Envira 10/1,Envira 10/1,undefined,undefined,Homo sapiens (human),Envira 10/1,undefined,1998-01-01,Stool,undefined,Brazil
public_2754765,genbank: AWFJ00000000.1,95JB1,95JB1,1a,2a,Homo sapiens (human),95JB1,O111:NM,1995-01-01,Stool,Hemolytic-uremic syndrome,Australia
public_2643651,genbank: AMTE00000000.1,5.2239,5.2239,undefined,undefined,Bos taurus (cow),5.2239,O157:H7,2005-01-01,undefined,undefined,United States
public_2847548,genbank: JMVM00000000.1,CHS 68,CHS 68,undefined,undefined,Homo sapiens (human),CHS 68,undefined,undefined,Urine,undefined,"North Carolina, USA"
public_2698019,genbank: AOQV00000000.1,TOP2652,TOP2652,undefined,undefined,Homo sapiens (human),TOP2652,undefined,2005-04-27,Urine,undefined,"Seattle, WA, USA"
public_2767282,genbank: AYOP00000000.1,LAU-EC4,LAU-EC4,undefined,undefined,undefined,LAU-EC4,undefined,2013-01-01,Gastrointestinal,undefined,"Byblos, Lebanon"
public_2819838,genbank: JHLG00000000.1,O157:H7 Str. 2011EL-2092,O157:H7 Str. 2011EL-2092,undefined,2a,undefined,2011EL-2092,O157:H7,undefined,undefined,undefined,United States
public_2779970,genbank: CCQC00000000.1,NA Str. E. coli (2779970),NA Str. E. coli (2779970),1a,2c,Homo sapiens (human),P1/7,NA,2002-01-01,Stool,undefined,Norway
public_2807168,genbank: JHIE00000000.1,O157:H7 Str. K5460,O157:H7 Str. K5460,undefined,undefined,undefined,K5460,O157:H7,undefined,undefined,undefined,United States
public_2786442,genbank: AP010953.1,O26:H11 Str. 11368,O26:H11 Str. 11368,1a,undefined,undefined,11368,O26:H11,undefined,undefined,undefined,undefined
public_2797918,genbank: JHGG00000000.1,O121:H19 Str. 2009EL1412,O121:H19 Str. 2009EL1412,undefined,2a,undefined,2009EL1412,O121:H19,undefined,undefined,undefined,United States
public_2619976,genbank: AKBC00000000.1,O26:H11 Str. CVM9952,O26:H11 Str. CVM9952,1a,undefined,Sus scrofa (pig),CVM9952,O26:H11,1985-01-01,undefined,undefined,undefined
public_2579767,genbank: AGTH00000000.1,O113:H21 Str. CL-3,O113:H21 Str. CL-3,undefined,undefined,Homo sapiens (human),CL-3,O113:H21,1980-01-01,patient with hemolytic uremic syndrome (HUS),Hemolytic-uremic syndrome,Canada
public_2829293,genbank: JHNA00000000.1,O145:NM Str. 2010C-4557C2,O145:NM Str. 2010C-4557C2,undefined,2c,undefined,2010C-4557C2,O145:NM,undefined,undefined,undefined,United States
public_2757325,genbank: AXTE00000000.1,907672,907672,undefined,undefined,Homo sapiens (human),907672,undefined,undefined,undefined,undefined,undefined
public_2678912,genbank: ANMB00000000.1,97.0010,97.0010,1a,2a,Homo sapiens (human),97.001,O157:H7,1997-01-01,undefined,undefined,United States
public_2609995,genbank: AJVQ00000000.1,O103:H25 Str. CVM9340,O103:H25 Str. CVM9340,1a,undefined,Homo sapiens (human),CVM9340,O103:H25,1993-01-01,undefined,undefined,undefined
public_2666835,genbank: AMVH00000000.1,NE098,NE098,1a,2a,Homo sapiens (human),NE098,O157:H7,1998-01-01,undefined,undefined,United States
public_2778990,genbank: CCPX00000000.1,26 Str. E. coli (2778990),26 Str. E. coli (2778990),undefined,2a,Ovis aries (sheep),E. coli,26,2009-05-01,Stool,undefined,Norway
public_2561688,genbank: ADUF00000000.1,MS 60-1,MS 60-1,undefined,undefined,Homo sapiens (human),MS 60-1,undefined,undefined,Intestine,Crohn's Disease,undefined
public_2670350,genbank: ANLI00000000.1,88.1042,88.1042,1a,undefined,Homo sapiens (human),88.1042,O157:H7,1988-01-01,undefined,undefined,United States
public_2788153,genbank: JFBE00000000.1,O78:H12 Str. 00-3279,O78:H12 Str. 00-3279,undefined,undefined,undefined,00-3279,O78:H12,undefined,undefined,undefined,United States
public_2712515,genbank: APYS00000000.1,P0299917.9,P0299917.9,undefined,undefined,Homo sapiens (human),P0299917.9,undefined,2011-03-01,Stool,undefined,Bangladesh
public_2783950,genbank: CCQX00000000.1,111 Str. E. coli (2783950),111 Str. E. coli (2783950),undefined,2a,Homo sapiens (human),29755,111,2010-11-24,Stool,undefined,Norway
public_2786448,genbank: CP001846.1,O55:H7 Str. CB9615,O55:H7 Str. CB9615,undefined,undefined,Homo sapiens (human),CB9615,O55:H7,undefined,Stool,Diarrhea,Germany
public_2851379,genbank: JNMT00000000.1,3-073-06_S4_C1,3-073-06_S4_C1,undefined,undefined,Homo sapiens (human),3-073-06_S4_C1,undefined,2009-07-09,Stool,undefined,Tanzania
public_2590290,genbank: AIAR00000000.1,C295_10,C295_10,undefined,undefined,Homo sapiens (human),C295_10,undefined,undefined,Stool,undefined,Denmark
public_2664099,genbank: AMVC00000000.1,EC1865,EC1865,1a,undefined,Homo sapiens (human),EC1865,non-O157,2007-01-01,undefined,undefined,United States
public_2870060,genbank: JOMT00000000.1,8-415-05_S4_C1,8-415-05_S4_C1,undefined,undefined,Homo sapiens (human),8-415-05_S4_C1,undefined,2009-07-20,Stool,undefined,Tanzania
public_2747389,genbank: ATOD00000000.1,AB42410445-isolate1,AB42410445-isolate1,undefined,undefined,Homo sapiens (human),AB42410445-isolate1,undefined,undefined,Stool,Bacteremia,"Missouri, USA"
public_2684497,genbank: ANWN00000000.1,KTE147,KTE147,undefined,undefined,Homo sapiens (human),KTE147,undefined,2010-01-01,undefined,undefined,Denmark
public_2729369,genbank: AQCC00000000.1,p0305293.7,p0305293.7,undefined,undefined,Homo sapiens (human),p0305293.7,undefined,undefined,Stool,undefined,Bangladesh
public_2684257,genbank: ANWG00000000.1,KTE123,KTE123,undefined,undefined,Homo sapiens (human),KTE123,undefined,2010-01-01,undefined,undefined,Denmark
public_2847166,genbank: JMVC00000000.1,BIDMC 70,BIDMC 70,undefined,undefined,Homo sapiens (human),BIDMC 70,undefined,2013-01-01,Urine,undefined,"Boston, MA, USA"
public_2810513,genbank: JHJH00000000.1,O157:H7 Str. H2495,O157:H7 Str. H2495,1a,2a,undefined,H2495,O157:H7,undefined,undefined,undefined,United States
public_2847360,genbank: JMVH00000000.1,BIDMC 75,BIDMC 75,undefined,undefined,Homo sapiens (human),BIDMC 75,undefined,2013-01-01,Urine,undefined,"Boston, MA, USA"
public_2693094,genbank: AOQL00000000.1,TOP550-1,TOP550-1,undefined,undefined,Homo sapiens (human),TOP550-1,undefined,2003-05-23,Stool,undefined,"Seattle, WA, USA"
public_2726297,genbank: AQBM00000000.1,P0305260.3,P0305260.3,undefined,undefined,Homo sapiens (human),P0305260.3,undefined,undefined,Stool,undefined,Bangladesh
public_2859180,genbank: JNPT00000000.1,1-392-07_S1_C1,1-392-07_S1_C1,undefined,undefined,Homo sapiens (human),1-392-07_S1_C1,undefined,2009-01-12,Stool,undefined,Tanzania
public_2809414,genbank: JHIY00000000.1,O157:H7 Str. K1921,O157:H7 Str. K1921,undefined,undefined,undefined,K1921,O157:H7,undefined,undefined,undefined,United States
public_2846413,genbank: JMGV00000000.1,2-011-08_S3_C3,2-011-08_S3_C3,undefined,undefined,Homo sapiens (human),2-011-08_S3_C3,undefined,2009-04-23,Stool,undefined,Tanzania
public_2627252,genbank: AKLJ00000000.1,PA24,PA24,undefined,undefined,Homo sapiens (human),PA24,O157:H7,2007-01-01,undefined,undefined,United States
public_2570244,genbank: AEZP00000000.1,97.0264,97.0264,undefined,undefined,Bos taurus (cow),97.0264,undefined,undefined,undefined,undefined,undefined
public_2689538,genbank: AOER00000000.1,99.1762,99.1762,undefined,2a,Homo sapiens (human),99.1762,O157:H7,1999-01-01,undefined,undefined,United States
public_2846148,genbank: JMGU00000000.1,2-011-08_S3_C2,2-011-08_S3_C2,undefined,undefined,Homo sapiens (human),2-011-08_S3_C2,undefined,2009-04-23,Stool,undefined,Tanzania
public_2568571,genbank: ADWV00000000.1,MS 107-1,MS 107-1,undefined,undefined,Homo sapiens (human),MS 107-1,undefined,undefined,Intestine,Crohn's Disease,undefined
public_2725794,genbank: AQBI00000000.1,P0305260.11,P0305260.11,undefined,undefined,Homo sapiens (human),P0305260.11,undefined,undefined,Stool,undefined,Bangladesh
public_2684076,genbank: ANWA00000000.1,KTE79,KTE79,undefined,undefined,Homo sapiens (human),KTE79,undefined,2010-01-01,undefined,undefined,Denmark
public_2687678,genbank: AOEF00000000.1,99.1793,99.1793,undefined,2a,Homo sapiens (human),99.1793,O157:H7,1999-01-01,undefined,undefined,United States
public_2728301,genbank: AQBY00000000.1,p0305293.3,p0305293.3,undefined,undefined,Homo sapiens (human),p0305293.3,undefined,undefined,Stool,undefined,Bangladesh
public_2606271,genbank: AIGB00000000.1,DEC7B,DEC7B,undefined,undefined,Bos taurus (cow),DEC7B,O149:NM,1990-01-01,undefined,undefined,"Pennsylvania, USA"
public_2753309,genbank: AVSE00000000.1,B40-2,B40-2,1a,2a,Homo sapiens (human),B40-2,O157:H7,2001-01-01,undefined,undefined,"Washington, DC, USA"
public_2806341,genbank: JHHX00000000.1,O157:H7 Str. K6590,O157:H7 Str. K6590,1a,2a,undefined,K6590,O157:H7,undefined,undefined,undefined,United States
public_2607854,genbank: AIGW00000000.1,DEC11B,DEC11B,undefined,undefined,Homo sapiens (human),DEC11B,O128a:H2,1971-01-01,undefined,undefined,"Missouri, USA"
public_2878449,genbank: JORX00000000.1,6-537-08_S3_C2,6-537-08_S3_C2,undefined,undefined,Homo sapiens (human),6-537-08_S3_C2,undefined,2009-04-15,Stool,undefined,Tanzania
public_2610297,genbank: AJVR00000000.1,O103:H2 Str. CVM9450,O103:H2 Str. CVM9450,1a,undefined,Homo sapiens (human),CVM9450,O103:H2,1999-01-01,undefined,undefined,undefined
public_2801355,genbank: JHGX00000000.1,O26:H11 Str. 2009C-3689,O26:H11 Str. 2009C-3689,undefined,2a,undefined,2009C-3689,O26:H11,undefined,undefined,undefined,United States
public_2693782,genbank: AOQP00000000.1,TOP2386,TOP2386,undefined,undefined,Homo sapiens (human),TOP2386,undefined,2005-03-03,Urine,undefined,"Seattle, WA, USA"
public_2704080,genbank: APXE00000000.1,2730450,2730450,undefined,undefined,Homo sapiens (human),2730450,undefined,2007-01-01,undefined,undefined,Bangladesh
public_2795423,genbank: JHFQ00000000.1,O145:NM Str. 2010C-3517,O145:NM Str. 2010C-3517,undefined,2a,undefined,2010C-3517,O145:NM,undefined,undefined,undefined,United States
public_2830877,genbank: JHNJ00000000.1,O91:H14 Str. 06-3691,O91:H14 Str. 06-3691,1a,undefined,undefined,06-3691,O91:H14,undefined,undefined,undefined,United States
public_2721162,genbank: AQAJ00000000.1,P0304777.13,P0304777.13,undefined,undefined,Homo sapiens (human),P0304777.13,undefined,undefined,Stool,undefined,Bangladesh
public_2684670,genbank: ANWS00000000.1,KTE194,KTE194,undefined,undefined,Homo sapiens (human),KTE194,undefined,2010-01-01,undefined,undefined,undefined
public_2835546,genbank: JICC00000000.1,S6662,S6662,undefined,undefined,Homo sapiens (human),S6662,undefined,undefined,Stool,undefined,Kenya
public_2808698,genbank: JHIS00000000.1,O157:H7 Str. K2581,O157:H7 Str. K2581,1a,undefined,undefined,K2581,O157:H7,undefined,undefined,undefined,United States
public_2723398,genbank: AQAU00000000.1,P0304816.11,P0304816.11,undefined,undefined,Homo sapiens (human),P0304816.11,undefined,undefined,Stool,undefined,Bangladesh
public_2704513,genbank: APXG00000000.1,2860650,2860650,undefined,undefined,Homo sapiens (human),2860650,undefined,2008-01-01,Stool,undefined,Bangladesh
public_2831546,genbank: JHNN00000000.1,O145:NM Str. 06-3484,O145:NM Str. 06-3484,1a,2a,undefined,06-3484,O145:NM,undefined,undefined,undefined,United States
public_2800353,genbank: JHGS00000000.1,O111:NM Str. 2009C-4052,O111:NM Str. 2009C-4052,1a,2a,undefined,2009C-4052,O111:NM,undefined,undefined,undefined,United States
public_2759899,genbank: AXTP00000000.1,908525,908525,undefined,undefined,Homo sapiens (human),908525,undefined,undefined,undefined,undefined,undefined
public_2837344,genbank: JJLL00000000.1,1-250-04_S4_C2,1-250-04_S4_C2,undefined,undefined,Homo sapiens (human),1-250-04_S4_C2,undefined,2009-07-04,Stool,undefined,Tanzania
public_2642448,genbank: AKNH00000000.1,EPECa12,EPECa12,undefined,undefined,Homo sapiens (human),EPECa12,undefined,2003-01-01,Stool,undefined,Brazil
public_2689998,genbank: AOEU00000000.1,95.0083,95.0083,undefined,2a,Homo sapiens (human),95.0083,O157:H7,1995-01-01,undefined,undefined,United States
public_2770198,genbank: AZLZ00000000.1,DORA_A_5_14_21,DORA_A_5_14_21,undefined,undefined,Homo sapiens (human),undefined,undefined,2012-02-01,premature infant gut,undefined,"Chicago, IL, USA"
public_2570550,genbank: AEZU00000000.2,4.0522,4.0522,1a,2d,Bos taurus (cow),4.0522,undefined,undefined,undefined,undefined,undefined
public_2767440,genbank: AYRW00000000.1,ATCC BAA-2219,ATCC BAA-2219,undefined,2a,undefined,ATCC:BAA-2219,O121:H19,undefined,undefined,undefined,undefined
public_2549165,genbank: AAJT00000000.2,B7A,B7A,undefined,undefined,undefined,B7A,O148:H28,undefined,Stool,Diarrhea,undefined
public_2738529,genbank: AQEN00000000.1,P0304777.1,P0304777.1,undefined,undefined,Homo sapiens (human),P0304777.1,undefined,undefined,Stool,undefined,Bangladesh
public_2762397,genbank: AXTY00000000.1,908675,908675,undefined,undefined,Homo sapiens (human),908675,undefined,undefined,undefined,undefined,undefined
public_2751662,genbank: AVRR00000000.1,2886-75,2886-75,1a,undefined,Homo sapiens (human),2886-75,O157:H7,1975-01-01,undefined,undefined,"California, USA"
public_2779585,genbank: CCQA00000000.1,26 Str. E. coli (2779585),26 Str. E. coli (2779585),1a,undefined,Homo sapiens (human),E. coli,26,2009-07-03,Stool,undefined,Norway
public_2805128,genbank: JHHQ00000000.1,O111:NM Str. K6895,O111:NM Str. K6895,1a,undefined,undefined,K6895,O111:NM,undefined,undefined,undefined,United States
